    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.999000        0.500000        0.001000        0.500000        4.000000        0.008912        0.017178        1.418777
      0.999000        0.500000        0.001000        0.500000        4.100000        0.007668        0.015429        1.356884
      0.999000        0.500000        0.001000        0.500000        4.200000        0.006572        0.013820        1.290311
      0.999000        0.500000        0.001000        0.500000        4.300000        0.005611        0.012344        1.219386
      0.999000        0.500000        0.001000        0.500000        4.400000        0.004770        0.010993        1.144634
      0.999000        0.500000        0.001000        0.500000        4.500000        0.004038        0.009759        1.066792
      0.999000        0.500000        0.001000        0.500000        4.600000        0.003403        0.008637        0.986802
      0.999000        0.500000        0.001000        0.500000        4.700000        0.002855        0.007618        0.905775
      0.999000        0.500000        0.001000        0.500000        4.800000        0.002383        0.006696        0.824948
      0.999000        0.500000        0.001000        0.500000        4.900000        0.001979        0.005864        0.745613
      0.999000        0.500000        0.001000        0.500000        5.000000        0.001635        0.005116        0.669033
      0.999000        0.500000        0.001000        0.500000        5.100000        0.001343        0.004446        0.596363
      0.999000        0.500000        0.001000        0.500000        5.200000        0.001097        0.003848        0.528578
      0.999000        0.500000        0.001000        0.500000        5.300000        0.000890        0.003315        0.466396
      0.999000        0.500000        0.001000        0.500000        5.400000        0.000718        0.002842        0.409892
      0.999000        0.500000        0.001000        0.500000        5.500000        0.000575        0.002425        0.358717
      0.999000        0.500000        0.001000        0.500000        5.600000        0.000457        0.002058        0.312521
      0.999000        0.500000        0.001000        0.500000        5.700000        0.000360        0.001736        0.270967
      0.999000        0.500000        0.001000        0.500000        5.800000        0.000281        0.001456        0.233728
      0.999000        0.500000        0.001000        0.500000        5.900000        0.000218        0.001213        0.200492
